credit_score,annual_income,loan_amount,loan_term_months,num_credit_lines,debt_to_income,employment_years,missed_payments,has_mortgage,education_level,loan_purpose,num_dependents,approved
481,148236.0,28870,24,8,0.585,16.0,1,1,master,vacation,2,1
798,136289.0,38747,12,4,0.467,29.0,5,0,bachelor,vacation,2,1
341,144068.0,36169,12,10,0.59,12.0,0,0,high_school,home_improvement,2,1
780,94624.0,42709,60,4,0.257,3.0,9,1,master,business,0,1
738,17821.0,30415,36,16,0.059,20.0,2,0,bachelor,business,2,1
701,70090.0,16685,60,12,0.337,25.0,1,0,bachelor,home_improvement,1,1
845,61454.0,16963,24,10,0.117,6.0,6,0,master,business,0,1
644,119273.0,30698,24,11,0.424,7.0,7,1,master,business,0,1
344,119472.0,30150,48,2,0.324,15.0,1,0,master,vacation,3,0
320,146935.0,22426,60,16,0.464,11.0,8,0,phd,car,1,0
369,31148.0,7035,60,19,0.21,0.0,0,0,bachelor,medical,1,0
347,101545.0,8071,60,12,0.506,5.0,1,0,master,medical,3,0
790,69459.0,21578,48,4,0.408,0.0,2,1,master,car,4,1
586,99224.0,29044,60,17,,7.0,1,1,bachelor,medical,3,1
309,81189.0,29842,60,12,0.148,11.0,0,1,bachelor,car,4,0
841,106954.0,17531,60,16,0.078,15.0,7,0,master,business,2,1
573,38118.0,3170,60,3,0.518,0.0,0,1,bachelor,home_improvement,2,0
680,146515.0,25687,24,2,0.236,3.0,4,1,bachelor,business,2,1
628,104379.0,38886,36,7,0.287,18.0,5,0,phd,home_improvement,2,1
778,36053.0,8297,24,6,0.559,17.0,6,0,high_school,car,3,0
314,111384.0,5163,60,1,0.292,7.0,2,0,master,business,2,0
815,132545.0,41794,12,15,0.214,5.0,6,0,master,car,3,1
490,141675.0,42787,12,12,0.083,12.0,7,0,high_school,vacation,1,1
467,108749.0,43712,48,13,0.294,27.0,9,0,master,car,1,0
820,31285.0,36707,24,8,0.41,19.0,2,1,high_school,business,0,1
436,76589.0,39495,48,9,0.198,2.0,4,0,high_school,home_improvement,1,0
453,28944.0,45688,48,1,0.445,14.0,0,1,phd,vacation,4,0
687,116041.0,25448,12,5,0.313,5.0,8,0,bachelor,business,4,1
508,103876.0,4616,24,7,0.522,5.0,7,0,high_school,business,2,0
571,110561.0,39173,36,18,0.139,4.0,2,0,bachelor,business,0,1
442,,32748,24,8,0.466,18.0,3,0,high_school,vacation,3,0
368,16607.0,29299,48,10,0.563,26.0,0,1,bachelor,business,3,0
546,17953.0,44237,60,8,0.458,9.0,0,1,high_school,home_improvement,3,0
560,59941.0,42119,48,12,0.273,8.0,5,0,high_school,business,2,0
378,76683.0,12557,24,16,0.177,13.0,5,1,bachelor,medical,0,0
824,124588.0,39648,12,12,0.104,21.0,8,0,bachelor,car,1,1
629,137080.0,15096,24,3,0.403,4.0,4,0,high_school,medical,1,1
488,26154.0,34781,36,18,0.129,26.0,2,1,bachelor,home_improvement,2,0
394,140542.0,9743,60,5,0.511,6.0,5,1,high_school,home_improvement,4,0
307,103529.0,8391,60,14,0.578,16.0,7,1,master,car,3,0
366,29323.0,10355,48,16,0.125,22.0,6,1,high_school,home_improvement,4,0
795,52693.0,6247,24,6,0.257,16.0,9,1,phd,home_improvement,1,1
490,104170.0,41286,12,16,0.565,,2,1,master,business,2,0
665,60111.0,7290,36,14,0.309,,0,1,master,car,4,1
820,54491.0,35076,48,5,0.344,22.0,3,1,bachelor,medical,1,1
416,64336.0,43452,24,14,0.461,6.0,5,1,high_school,business,2,0
566,31905.0,26817,12,11,0.166,0.0,3,1,high_school,business,3,0
784,45273.0,46491,24,9,0.589,1.0,4,1,phd,medical,0,1
808,,38595,12,7,0.479,9.0,9,0,bachelor,home_improvement,1,1
597,130936.0,33827,24,5,0.139,18.0,6,0,high_school,vacation,0,1
463,81538.0,27209,24,15,0.111,7.0,4,1,bachelor,vacation,2,1
675,119570.0,40754,48,13,0.564,8.0,4,1,bachelor,home_improvement,1,1
567,108339.0,33118,24,12,0.427,14.0,1,1,bachelor,business,3,1
848,136132.0,44411,24,15,0.071,10.0,0,0,master,medical,3,1
373,143993.0,16216,48,19,0.128,23.0,3,1,high_school,vacation,2,1
807,26330.0,8860,48,19,0.076,11.0,9,1,bachelor,business,0,1
372,87553.0,14425,60,10,0.586,21.0,7,0,bachelor,vacation,4,0
607,98537.0,14806,60,17,0.324,17.0,2,1,bachelor,medical,3,1
498,75985.0,48718,48,16,0.304,1.0,5,0,high_school,business,0,0
429,32044.0,25911,36,5,0.576,29.0,9,0,high_school,car,0,0
786,137304.0,26406,12,4,0.328,28.0,1,1,bachelor,business,1,1
450,38289.0,35360,48,10,0.335,27.0,8,1,master,car,4,0
505,48087.0,15464,60,6,0.591,14.0,8,0,high_school,home_improvement,2,0
478,90952.0,31587,24,11,0.111,9.0,3,0,master,medical,3,1
496,51368.0,39865,48,11,0.592,6.0,7,1,bachelor,vacation,4,0
388,135648.0,7458,48,16,0.141,8.0,1,1,high_school,home_improvement,0,1
733,85815.0,10151,60,14,0.31,21.0,9,1,bachelor,home_improvement,4,1
482,105693.0,37934,60,19,0.236,16.0,1,1,bachelor,business,1,1
508,73900.0,7488,36,4,0.575,13.0,5,1,master,business,1,1
792,30494.0,25541,60,5,0.317,8.0,1,1,bachelor,car,0,1
429,131486.0,22803,60,19,0.063,29.0,0,1,master,car,0,1
312,48050.0,44183,60,17,0.172,6.0,9,1,master,home_improvement,2,0
405,112799.0,45776,24,18,0.287,14.0,1,0,high_school,home_improvement,3,1
674,146016.0,25718,48,8,0.422,2.0,1,1,master,business,3,1
398,103257.0,12170,48,4,0.359,1.0,4,0,bachelor,business,4,0
491,63070.0,18430,60,18,0.517,2.0,5,1,phd,vacation,3,0
624,20166.0,48284,36,11,0.506,1.0,2,1,master,medical,0,0
766,102409.0,10260,60,14,0.375,12.0,7,0,bachelor,vacation,4,1
666,52664.0,8636,36,13,0.364,26.0,1,0,bachelor,medical,3,1
617,144926.0,37955,48,16,0.203,25.0,9,1,high_school,home_improvement,2,1
443,16293.0,37108,36,12,0.577,12.0,2,1,high_school,business,0,0
683,64212.0,39945,36,9,0.092,1.0,3,1,high_school,vacation,0,0
515,90276.0,16941,12,7,0.268,19.0,4,1,master,medical,3,1
660,,4435,36,10,0.413,21.0,4,0,high_school,car,2,0
623,80231.0,29355,36,17,0.57,18.0,5,1,bachelor,medical,2,1
314,123277.0,8300,24,18,0.326,8.0,3,0,master,medical,1,0
516,36747.0,46437,48,7,0.543,4.0,9,0,master,business,0,0
791,15037.0,23183,60,3,0.108,20.0,6,0,bachelor,vacation,0,1
846,119294.0,34733,12,15,0.342,6.0,7,1,bachelor,home_improvement,3,1
482,112847.0,8444,36,16,0.224,,3,1,bachelor,vacation,3,1
569,118742.0,26755,24,17,0.488,12.0,8,0,master,home_improvement,2,1
766,63503.0,44394,24,13,0.295,0.0,5,0,bachelor,car,0,1
818,43207.0,24062,60,3,0.311,8.0,7,1,bachelor,business,3,1
841,48241.0,15610,60,5,0.086,1.0,8,0,phd,medical,2,1
766,146130.0,1500,48,9,0.291,2.0,0,1,master,vacation,0,1
604,111171.0,5554,36,18,0.094,11.0,4,1,high_school,vacation,1,1
443,132302.0,26545,24,11,0.215,4.0,6,0,master,home_improvement,0,1
410,87832.0,47059,12,11,0.12,25.0,9,0,phd,vacation,1,0
531,36383.0,7771,48,16,,11.0,1,1,high_school,medical,0,1
799,139291.0,18499,36,8,0.175,3.0,6,1,master,home_improvement,2,1
572,17674.0,4932,60,2,0.207,20.0,6,0,high_school,medical,0,0
472,129100.0,27055,36,10,0.132,28.0,2,1,bachelor,home_improvement,3,1
306,124369.0,38202,60,6,0.292,,8,1,bachelor,medical,2,0
454,37820.0,28700,36,4,0.324,20.0,6,0,high_school,home_improvement,1,0
821,58794.0,4567,12,5,0.51,11.0,9,1,high_school,business,0,1
845,148148.0,2658,48,11,0.346,4.0,4,0,bachelor,vacation,1,1
847,143544.0,43836,60,12,0.176,13.0,6,1,master,medical,3,1
817,52555.0,47929,12,16,0.455,13.0,6,1,bachelor,car,2,1
514,47406.0,41712,24,14,0.213,9.0,5,1,master,business,1,0
433,55262.0,27627,12,14,0.466,25.0,3,1,bachelor,business,4,0
584,106320.0,39568,12,15,0.263,9.0,7,0,bachelor,medical,0,1
425,45284.0,21760,12,8,0.333,4.0,1,0,bachelor,medical,1,0
738,105627.0,30985,60,5,0.327,26.0,7,1,bachelor,car,4,1
451,104023.0,15408,24,9,0.576,,4,1,bachelor,medical,4,1
630,56516.0,30832,48,16,0.135,26.0,6,1,high_school,car,3,1
837,30577.0,41785,12,3,0.566,16.0,2,0,master,medical,1,1
682,30015.0,36583,60,12,0.359,9.0,6,0,bachelor,car,3,1
414,106104.0,34738,60,7,0.597,10.0,8,0,master,home_improvement,0,0
781,129412.0,25204,48,17,0.365,14.0,6,1,master,vacation,2,1
583,106740.0,14285,36,15,0.411,23.0,0,1,high_school,vacation,4,1
374,81640.0,33975,24,15,0.462,18.0,8,0,high_school,medical,1,0
465,98190.0,17643,24,12,0.502,11.0,6,0,phd,medical,0,0
488,144516.0,6025,12,2,0.313,15.0,1,1,bachelor,vacation,1,1
377,149718.0,38126,36,8,0.423,22.0,4,1,master,vacation,4,1
320,102007.0,17888,24,5,0.388,23.0,9,1,bachelor,car,2,0
483,62728.0,46258,12,3,0.274,26.0,1,0,master,car,0,1
521,29878.0,35527,36,1,0.501,11.0,6,1,master,home_improvement,4,0
627,143925.0,24898,60,16,,21.0,8,0,high_school,home_improvement,0,1
478,24145.0,48069,12,10,0.142,29.0,3,0,phd,car,1,1
411,103578.0,15387,36,10,0.455,21.0,2,0,bachelor,home_improvement,4,0
358,33226.0,47435,48,11,0.401,26.0,5,1,bachelor,business,4,0
626,17802.0,4794,24,12,0.225,18.0,7,0,bachelor,car,4,0
490,39119.0,4590,12,8,0.399,24.0,7,1,master,home_improvement,2,0
499,78560.0,15698,60,5,0.474,2.0,7,1,high_school,home_improvement,4,0
611,72353.0,13332,12,9,0.169,12.0,4,0,high_school,medical,0,1
334,138001.0,40738,24,11,0.37,20.0,5,1,bachelor,medical,4,1
678,86641.0,10593,24,15,0.504,21.0,1,1,phd,medical,2,1
686,66712.0,31107,36,17,0.276,14.0,5,0,bachelor,vacation,2,1
536,145085.0,32490,60,11,0.364,,4,0,high_school,vacation,1,1
818,83285.0,37097,36,13,,16.0,2,0,bachelor,vacation,0,1
582,130278.0,12036,60,17,0.507,10.0,7,0,master,car,3,1
300,39512.0,29561,12,7,0.488,24.0,3,0,bachelor,medical,0,0
763,117077.0,15372,12,9,0.301,22.0,1,1,bachelor,medical,3,1
529,17064.0,35860,36,18,0.116,26.0,2,0,bachelor,car,0,1
471,110614.0,20351,48,18,0.413,11.0,1,1,bachelor,vacation,4,1
386,132639.0,31327,24,10,0.365,16.0,1,1,master,home_improvement,3,1
422,45011.0,19059,36,12,0.556,21.0,2,1,bachelor,business,0,0
597,86152.0,28188,36,18,0.204,22.0,6,1,bachelor,medical,1,0
783,25960.0,34055,12,9,0.068,4.0,9,1,high_school,vacation,2,1
464,136789.0,3316,24,9,0.19,28.0,0,1,high_school,home_improvement,0,1
682,73920.0,17259,36,10,0.285,4.0,9,0,bachelor,medical,0,1
508,36387.0,36606,12,1,0.135,6.0,5,1,bachelor,medical,2,0
731,78960.0,12829,12,11,,2.0,0,1,bachelor,business,3,1
688,137994.0,9137,36,14,0.172,2.0,2,1,high_school,vacation,3,1
523,47628.0,25502,36,10,0.423,16.0,3,1,bachelor,car,4,0
302,136269.0,28204,12,14,0.3,29.0,7,1,bachelor,home_improvement,4,0
671,62452.0,2265,36,19,0.355,23.0,1,0,high_school,home_improvement,4,1
745,56098.0,36751,24,10,0.563,1.0,6,1,bachelor,vacation,1,0
415,,23285,12,17,0.342,14.0,2,1,master,home_improvement,2,0
569,42949.0,25315,12,2,0.218,18.0,0,1,master,car,3,1
746,88537.0,48457,36,14,0.171,22.0,5,0,high_school,home_improvement,1,1
667,131003.0,47875,36,18,0.541,9.0,1,0,bachelor,vacation,4,1
552,65701.0,41911,36,2,0.593,25.0,2,0,bachelor,car,2,1
616,65511.0,41798,24,19,0.189,10.0,5,0,high_school,business,4,1
714,95664.0,46890,12,8,0.447,23.0,2,0,master,vacation,0,1
394,54427.0,44420,48,6,0.328,8.0,4,0,bachelor,business,4,0
323,112180.0,34379,24,7,0.434,13.0,2,1,bachelor,home_improvement,2,0
349,118550.0,37291,24,13,0.58,23.0,6,1,bachelor,car,3,0
801,92952.0,28152,12,2,0.202,6.0,6,1,bachelor,home_improvement,2,1
797,81046.0,6424,48,7,0.457,9.0,0,1,master,vacation,3,1
634,121918.0,10939,12,1,0.291,0.0,5,1,bachelor,business,2,1
378,50200.0,31253,24,6,0.409,0.0,2,0,high_school,business,2,0
326,82442.0,35396,36,16,0.274,13.0,6,1,master,home_improvement,3,0
570,106070.0,14176,12,8,0.44,26.0,0,0,high_school,vacation,0,1
546,73168.0,8907,12,13,0.236,7.0,9,1,master,home_improvement,2,0
686,63322.0,4372,36,18,0.319,13.0,2,1,master,medical,2,1
660,85246.0,28572,48,14,0.44,6.0,9,0,bachelor,vacation,1,1
787,30583.0,25592,48,18,0.073,17.0,1,0,bachelor,vacation,4,1
651,97720.0,14102,12,4,0.23,24.0,7,1,master,car,1,1
555,74757.0,43557,36,15,0.35,25.0,7,0,bachelor,medical,2,1
521,21659.0,26642,12,5,0.091,22.0,8,1,bachelor,business,2,0
300,16238.0,4139,36,14,0.437,8.0,8,1,master,home_improvement,2,0
845,136270.0,12643,24,16,0.497,26.0,1,0,high_school,business,0,1
745,134211.0,19643,36,15,0.14,14.0,6,0,bachelor,vacation,1,1
378,30064.0,36018,12,11,0.453,0.0,6,1,phd,home_improvement,4,0
535,114790.0,39889,60,2,0.405,10.0,3,0,high_school,business,0,1
633,117985.0,29780,48,18,0.276,18.0,5,0,high_school,home_improvement,3,1
648,59258.0,41949,12,4,0.141,9.0,0,1,bachelor,business,2,1
397,39668.0,49071,36,15,0.575,17.0,5,1,phd,home_improvement,0,0
381,92259.0,17667,36,12,0.305,21.0,0,0,high_school,business,3,0
801,127192.0,31632,48,3,0.151,25.0,4,0,bachelor,business,2,1
776,111576.0,39493,12,4,0.445,3.0,3,1,master,home_improvement,0,1
849,120481.0,49352,60,16,0.384,17.0,5,1,high_school,car,2,1
313,126505.0,30408,24,6,0.499,17.0,4,1,phd,home_improvement,1,0
691,20397.0,25302,60,2,0.598,21.0,4,0,master,business,2,0
646,114925.0,22621,24,9,0.075,24.0,2,1,phd,medical,4,1
609,98481.0,14219,24,12,0.457,21.0,9,1,high_school,vacation,4,0
685,75308.0,42562,12,12,0.594,19.0,1,0,high_school,car,2,1
508,16130.0,26939,24,14,0.346,11.0,6,1,bachelor,home_improvement,0,0
656,139293.0,47880,36,17,0.444,8.0,9,0,high_school,vacation,3,1
393,29071.0,45312,24,9,0.293,17.0,7,0,high_school,car,3,0
392,100517.0,37843,24,12,0.246,,4,1,phd,medical,4,0
639,125240.0,13778,48,10,0.433,22.0,8,1,high_school,vacation,4,1
744,17118.0,39930,48,11,0.593,28.0,0,1,master,home_improvement,0,1
321,146735.0,30870,12,2,0.1,18.0,2,1,master,medical,1,1
590,77408.0,41404,12,16,0.282,19.0,7,1,high_school,home_improvement,4,1
784,66786.0,23121,36,1,0.567,22.0,4,1,high_school,vacation,4,1
605,96271.0,41770,48,1,0.112,24.0,1,1,bachelor,home_improvement,2,1
427,34158.0,47221,60,2,0.408,14.0,9,1,bachelor,medical,1,0
572,46087.0,31158,12,12,0.287,4.0,8,1,master,medical,1,0
741,103114.0,24456,12,18,0.257,10.0,0,1,bachelor,vacation,4,1
802,34874.0,48401,48,12,0.165,12.0,2,1,phd,vacation,2,1
429,98443.0,13992,48,1,0.147,1.0,3,0,high_school,business,0,0
431,55821.0,45894,36,11,0.334,7.0,6,1,bachelor,medical,3,0
781,130675.0,26390,48,2,0.258,24.0,3,1,master,business,4,1
689,75582.0,46858,24,12,0.32,26.0,1,0,high_school,home_improvement,3,1
624,137603.0,17756,60,2,0.158,10.0,1,0,master,vacation,3,1
368,84381.0,22971,24,17,0.243,17.0,9,0,bachelor,car,3,0
747,126800.0,8071,24,6,0.598,25.0,0,0,phd,home_improvement,4,1
827,145805.0,28574,24,16,0.252,9.0,6,0,high_school,business,0,1
464,97018.0,47517,12,19,0.277,0.0,8,1,bachelor,medical,1,0
787,115592.0,20275,24,6,0.061,3.0,9,0,master,vacation,2,1
725,106626.0,45751,12,7,0.259,28.0,1,0,bachelor,vacation,1,1
564,101217.0,7586,48,19,,16.0,6,0,bachelor,home_improvement,2,0
641,87799.0,20703,60,17,0.334,16.0,7,0,bachelor,home_improvement,1,1
577,77185.0,27765,60,6,0.411,4.0,2,1,bachelor,vacation,4,1
738,56538.0,11641,24,15,0.356,22.0,3,0,bachelor,business,4,1
456,35343.0,37735,60,9,0.108,2.0,8,1,bachelor,medical,3,0
721,135026.0,1822,12,2,0.233,6.0,3,0,master,vacation,2,1
550,68106.0,33989,48,5,0.432,4.0,5,1,high_school,vacation,0,0
829,129322.0,40648,24,5,0.351,9.0,7,1,phd,home_improvement,4,1
626,96227.0,13129,36,12,0.421,26.0,9,1,bachelor,medical,2,1
396,57135.0,16543,60,10,,23.0,1,0,bachelor,vacation,4,1
812,134599.0,26963,60,4,0.157,6.0,0,0,bachelor,home_improvement,0,1
515,98470.0,37656,24,12,0.506,16.0,6,1,high_school,car,2,0
431,35910.0,30665,60,15,0.257,28.0,0,1,high_school,vacation,3,0
559,60950.0,14499,60,10,0.41,16.0,3,0,master,car,2,1
424,31225.0,11352,36,18,0.26,6.0,4,0,bachelor,medical,0,0
381,47959.0,20654,12,5,0.56,5.0,1,0,high_school,medical,3,0
582,64192.0,11117,24,13,0.596,8.0,9,0,master,vacation,4,0
358,94711.0,22077,24,4,0.407,7.0,3,1,phd,business,3,0
843,18449.0,46540,36,9,0.381,28.0,9,1,phd,home_improvement,4,1
460,119213.0,4993,36,18,0.512,13.0,6,1,master,home_improvement,0,0
583,115245.0,19982,12,3,0.334,21.0,3,0,high_school,business,1,1
405,112069.0,35434,48,11,0.528,5.0,0,1,high_school,car,1,1
404,38908.0,17312,24,4,0.277,8.0,9,0,master,medical,0,0
738,119847.0,45041,60,9,0.068,27.0,3,1,phd,vacation,4,1
527,135910.0,15338,12,12,0.56,19.0,5,1,bachelor,home_improvement,3,1
617,29012.0,31173,24,10,0.447,24.0,4,1,phd,home_improvement,4,0
763,32412.0,38525,12,10,0.331,10.0,3,1,master,vacation,1,1
771,125030.0,27690,48,9,0.57,10.0,1,0,high_school,vacation,3,1
355,39657.0,28328,24,10,0.538,7.0,9,1,high_school,home_improvement,2,0
312,20656.0,12360,60,9,0.11,2.0,5,1,high_school,home_improvement,1,0
739,30873.0,39883,24,1,,10.0,5,0,bachelor,home_improvement,0,1
317,109485.0,39205,12,16,0.346,3.0,5,1,bachelor,vacation,3,0
412,124383.0,23625,48,14,0.477,22.0,3,1,bachelor,car,4,0
528,16607.0,43040,12,13,0.215,2.0,7,1,high_school,home_improvement,2,0
470,63447.0,45894,12,6,0.054,12.0,0,1,master,car,1,1
594,64757.0,32850,36,14,0.152,18.0,9,1,high_school,home_improvement,3,1
488,84201.0,17471,12,8,0.166,7.0,7,0,bachelor,vacation,1,1
725,143765.0,40883,48,18,0.21,20.0,7,0,bachelor,business,0,1
378,20462.0,28276,60,1,0.254,27.0,4,1,high_school,car,1,0
481,131832.0,3703,36,12,0.439,20.0,8,1,bachelor,business,4,1
798,63465.0,12151,12,11,0.091,23.0,8,0,master,home_improvement,4,1
370,105027.0,27998,24,13,0.318,21.0,9,1,master,home_improvement,0,0
547,65528.0,5147,36,4,0.324,20.0,3,0,high_school,vacation,0,1
445,51230.0,35515,48,6,0.389,0.0,1,0,high_school,business,2,0
595,63242.0,9232,24,13,0.221,20.0,0,1,bachelor,business,3,1
769,129688.0,16151,48,13,0.193,7.0,7,0,high_school,home_improvement,1,1
805,16783.0,11330,24,6,0.316,29.0,7,0,master,medical,0,1
492,43390.0,12276,60,4,0.413,8.0,6,1,bachelor,medical,3,0
367,87102.0,19535,48,3,,5.0,2,0,bachelor,business,0,0
793,32426.0,37705,24,15,0.211,10.0,2,0,phd,business,0,1
351,45750.0,40654,48,11,0.483,28.0,9,1,bachelor,car,2,0
662,73188.0,44050,36,2,0.316,28.0,7,0,bachelor,home_improvement,4,1
773,25872.0,33976,48,17,0.574,9.0,7,1,high_school,medical,3,0
820,109231.0,1599,48,2,0.527,2.0,1,0,high_school,vacation,2,1
730,144860.0,4709,24,1,0.239,7.0,0,1,master,car,4,1
597,81770.0,25110,48,5,0.449,28.0,0,1,master,medical,0,1
734,,6723,60,17,0.201,4.0,0,1,bachelor,home_improvement,2,1
497,98514.0,47772,12,1,0.146,1.0,2,1,bachelor,home_improvement,4,1
427,107663.0,43536,36,7,0.535,15.0,0,0,bachelor,home_improvement,4,0
831,149363.0,28394,24,3,0.243,0.0,7,0,bachelor,medical,2,1
710,127808.0,11316,48,16,0.162,26.0,7,1,bachelor,home_improvement,1,1
364,125091.0,23622,48,16,0.581,23.0,8,0,master,vacation,2,0
540,114272.0,25844,48,12,0.067,1.0,3,1,high_school,home_improvement,0,1
668,64393.0,41740,36,9,0.252,26.0,7,0,phd,car,1,1
835,108558.0,22162,12,14,0.071,2.0,6,0,high_school,vacation,2,1
683,84770.0,29833,60,12,0.327,8.0,3,1,master,car,4,1
730,41720.0,18206,60,16,0.271,16.0,0,0,high_school,car,3,1
382,28368.0,25501,24,17,0.446,23.0,2,1,phd,business,2,0
585,62969.0,49314,12,12,0.575,11.0,7,0,master,business,4,0
833,63838.0,11291,12,4,0.336,1.0,7,1,high_school,home_improvement,2,1
758,23734.0,45562,36,17,0.207,23.0,1,0,high_school,vacation,0,1
511,122187.0,12659,48,1,0.53,29.0,6,1,master,medical,0,1
425,114329.0,26226,12,17,0.382,1.0,0,0,master,business,4,0
712,83895.0,41751,48,11,0.354,22.0,3,0,bachelor,vacation,4,1
798,135424.0,7500,36,19,0.154,18.0,6,0,bachelor,business,1,1
724,116255.0,2634,24,18,0.072,19.0,3,1,high_school,vacation,0,1
842,73073.0,15059,24,2,0.304,27.0,3,0,bachelor,home_improvement,3,1
457,,5814,48,9,0.34,26.0,6,0,high_school,car,0,0
411,39315.0,5076,48,9,0.12,16.0,0,1,master,business,0,1
701,32422.0,42158,12,12,0.083,27.0,4,0,high_school,car,3,1
421,87663.0,39210,36,13,0.169,25.0,5,1,master,car,0,1
572,116216.0,26931,24,16,0.085,16.0,6,1,bachelor,medical,2,1
593,,33007,12,13,0.081,12.0,6,1,bachelor,medical,2,1
697,25108.0,23744,60,14,0.294,11.0,6,1,bachelor,home_improvement,0,1
770,51180.0,31396,12,7,0.496,10.0,1,1,bachelor,vacation,0,1
506,33883.0,24083,48,2,0.415,25.0,5,1,bachelor,home_improvement,3,0
409,59400.0,37273,60,12,0.424,27.0,8,0,high_school,vacation,0,0
739,62951.0,26276,12,17,0.194,10.0,6,0,phd,medical,4,1
577,70262.0,1502,36,5,0.056,23.0,6,1,phd,home_improvement,2,1
781,98133.0,13756,24,10,0.298,7.0,1,1,bachelor,vacation,0,1
413,130106.0,15262,60,18,0.257,17.0,6,1,high_school,medical,4,0
776,85496.0,49909,36,3,0.571,3.0,8,1,bachelor,vacation,0,1
620,76934.0,11605,12,13,0.09,17.0,2,1,phd,home_improvement,1,1
478,93886.0,41707,48,13,0.477,28.0,1,0,bachelor,business,4,0
518,45881.0,23416,48,10,0.262,14.0,5,0,phd,business,2,0
827,33409.0,38487,36,2,0.506,23.0,1,1,high_school,home_improvement,2,1
791,113171.0,41516,48,16,0.322,6.0,0,0,master,car,1,1
360,63951.0,28543,24,4,0.501,22.0,9,1,master,business,4,0
353,23752.0,32280,36,19,0.307,25.0,3,1,bachelor,business,4,0
837,132339.0,3870,36,5,0.271,14.0,8,1,high_school,business,3,1
364,59864.0,5758,48,7,0.58,18.0,9,1,phd,car,0,0
470,87035.0,46806,36,9,0.253,27.0,2,1,high_school,medical,4,1
572,101675.0,39736,12,5,0.493,26.0,2,1,master,medical,3,1
834,37343.0,12659,60,8,0.087,20.0,5,1,master,car,1,1
690,34673.0,41558,60,2,0.084,29.0,5,1,master,car,1,1
626,110024.0,10585,48,7,0.291,16.0,7,0,master,home_improvement,1,1
407,41520.0,28903,24,4,0.372,9.0,9,0,phd,home_improvement,3,0
461,30784.0,38039,24,15,0.385,10.0,5,1,high_school,home_improvement,2,0
751,132446.0,5323,48,18,0.07,13.0,7,0,bachelor,medical,1,1
505,53079.0,27970,48,2,0.433,3.0,7,0,phd,vacation,3,0
315,59220.0,35806,36,14,0.121,3.0,6,0,master,business,3,0
626,127878.0,49745,24,10,0.575,0.0,4,0,phd,home_improvement,0,1
301,131583.0,6461,60,5,0.233,11.0,3,0,bachelor,business,1,0
309,63720.0,41831,48,12,0.194,6.0,0,1,bachelor,car,2,0
733,29718.0,35030,60,10,0.21,4.0,5,1,high_school,medical,3,1
424,76217.0,6731,60,18,0.566,0.0,7,0,bachelor,home_improvement,2,0
380,115668.0,22500,24,6,0.316,20.0,3,1,high_school,vacation,2,0
784,103378.0,10903,60,12,0.289,23.0,6,0,master,medical,1,1
449,23177.0,34117,36,1,,25.0,2,0,phd,car,1,0
639,137318.0,29602,36,7,0.562,7.0,4,1,high_school,business,0,1
428,126145.0,32174,24,12,0.22,28.0,6,1,bachelor,medical,2,1
737,28418.0,34208,36,7,0.149,17.0,8,1,bachelor,business,2,1
800,103075.0,20192,48,9,0.378,12.0,8,1,bachelor,home_improvement,3,1
357,80227.0,14899,24,15,0.32,16.0,6,1,bachelor,car,3,0
497,32533.0,19946,60,12,0.084,1.0,3,1,high_school,vacation,3,0
510,116457.0,4152,48,13,0.337,5.0,5,0,master,medical,2,1
344,122504.0,26960,24,4,0.359,28.0,3,0,high_school,business,0,0
396,139202.0,11247,60,10,0.432,20.0,2,1,high_school,car,4,1
578,25273.0,31806,60,3,0.598,3.0,8,1,phd,car,3,0
834,48519.0,26573,60,5,0.282,7.0,4,1,bachelor,home_improvement,4,1
709,142024.0,43382,60,4,0.331,14.0,7,0,master,medical,0,1
760,139540.0,27038,60,19,0.091,4.0,2,1,master,home_improvement,2,1
690,98460.0,28770,24,15,0.507,19.0,8,0,phd,home_improvement,4,1
343,119471.0,7949,36,7,0.104,28.0,0,1,high_school,home_improvement,1,1
326,119668.0,3205,60,3,0.564,10.0,1,0,high_school,car,2,0
396,82519.0,18855,48,16,0.242,7.0,3,0,high_school,business,1,0
847,105426.0,20564,24,15,0.236,27.0,1,0,bachelor,business,0,1
518,29629.0,14133,12,18,0.231,16.0,8,1,high_school,vacation,4,0
484,64056.0,19114,36,3,0.573,8.0,6,1,bachelor,vacation,4,0
368,26273.0,33803,48,14,0.589,17.0,1,0,master,business,0,0
429,135484.0,30785,60,1,0.585,29.0,3,0,high_school,home_improvement,0,0
633,112275.0,39302,24,7,0.438,13.0,5,1,high_school,car,2,1
453,61073.0,24545,24,2,0.111,23.0,1,1,master,home_improvement,0,1
846,60693.0,41777,60,10,0.262,8.0,8,0,high_school,home_improvement,3,1
378,39343.0,11952,48,16,0.209,9.0,2,0,master,home_improvement,1,0
712,58095.0,3535,24,12,0.44,23.0,1,1,bachelor,medical,0,1
845,137388.0,25721,36,18,0.321,24.0,3,1,high_school,medical,3,1
468,129441.0,5963,48,6,0.389,19.0,4,1,high_school,home_improvement,4,1
814,115782.0,13707,60,17,0.055,26.0,3,0,high_school,vacation,0,1
613,87590.0,13860,48,8,0.481,1.0,2,1,bachelor,vacation,1,0
331,123263.0,15247,48,9,0.574,2.0,2,1,bachelor,business,1,0
